Codi_Sector_Activitat,Nom_Sector_Activitat,Codi_Grup_Activitat,Nom_Grup_Activitat,Codi_Activitat_2022,Nom_Activitat,Nom_Local,Latitud,Longitud,Direccio_Unica,Nom_Via
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,RESTAURANTE KASBAH,41.374471811,2.168224007,"361009, 82-82, LOC 20",VILA I VILÀ
1,Comerç al detall,3,Parament de la llar,3002000,Material equipament llar,TOLDOS FIBRATOL SL,41.374063223,2.156490684,"268309, 5-5, LOC 10",PTGE PRUNERA
3,Altres,17,Altres,1700320,Altres equipaments esportius,PISCINES BERNAT PICORNELL,41.365675522,2.151531279,"116402, 30-38, LOC 10",AV ESTADI
2,Serveis,9,Ensenyament,9000000,Ensenyament,JESUÏTES POBLE SEC COL·LEGI SANT PERE CLAVER,41.37320075,2.173423469,"270800, 31-31, LOC 10",PUIG I XORIGUER
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,SN,41.371857203,2.161370963,"017105, 15-15, LOC 20",ANNÍBAL
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,MUSEU ETNOLOGIC,41.368849972,2.156180888,"316809, 16-22, LOC 10",PG SANTA MADRONA
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,ALIMENTACIÓ COMESTIBLES CATARS 22,41.371965895,2.164491713,"189202, 22-22, LOC 10",MAGALHAES
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,BONAREA,41.373793512,2.160908282,"273400, 2B-2B, LOC 10",RADAS
1,Comerç al detall,7,Altres,7004020,Basars,BASAR MULTIPREUS,41.374322868,2.168014795,"361009, 89-89, LOC 10",VILA I VILÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,PIZZERIA LA STRADA,41.373914278,2.170102894,"361009, 48-48, LOC 10",VILA I VILÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,LOCANDA SANTA MARTA,41.373891132,2.170194089,"361009, 48-48, LOC 20",VILA I VILÀ
1,Comerç al detall,2,Quotidià no alimentari,1008000,Tabac i articles fumadors,L'ESTANC DEL POBLE SEC,41.373800557,2.161073238,"273400, 19-21, LOC 20",RADAS
3,Altres,17,Altres,1700500,Activitats industrials,L'ESTRANGER FABRICA CULTURAL,41.37354091,2.155172378,"234500, 55-55, LOC 10",OLIVERA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,RESTAURANT PA PATXOCA,41.372021248,2.158018202,"133605, 17-17, LOC 10",FRANÇA XICA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,BAR RESTAURANT FORTUNY,41.37307797,2.164978534,"261004, 51-51, LOC 10",POETA CABANYES
2,Serveis,16,Altres,1611000,Arranjaments,LIBERACION Y REPARACION MOBILS,41.374809951,2.15648666,"198804, 165-165, LOC 10",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,EL RACO DEL GUILLEN,41.372700571,2.171216011,"257700, 14-16, LOC 60",PIQUER
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,REDEC,41.373012555,2.171010822,"204204, 7-9, LOC 10",MATA
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,SN,41.372949152,2.170977294,"204204, 7-11, LOC 20",MATA
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,TRASTERS,41.372055466,2.169569135,"052900, 45-45, LOC 10",CABANES
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT ELKANO,41.373304409,2.162828743,"108007, 40-40, LOC 10",ELKANO
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,SABOR REMEI KEBABISH,41.372937075,2.157363743,"230703, 31-37, LOC 20",MARE DE DÉU DEL REMEI
3,Altres,17,Altres,1700200,Associacions,FUNDACIÓ ESCLEROSI MULTIPLE,41.372936069,2.157280594,"230703, 31-37, LOC 30",MARE DE DÉU DEL REMEI
2,Serveis,16,Altres,1600800,Tintoreries,LAVA XPRES,41.37410549,2.163815796,"195500, 13-13, LOC 20",MARGARIT
2,Serveis,9,Ensenyament,9000000,Ensenyament,SALA CAMINS,41.374106497,2.167218179,"288408, 9-9, LOC 10",ROSER
1,Comerç al detall,2,Quotidià no alimentari,2001000,Drogueria i perfumeria,DISPUNT DROGUERIES PERFUMERIES,41.37278209,2.167058587,"043502, 38-38, LOC 30",BLESA
1,Comerç al detall,4,Equipament personal,4002000,Merceria,MERCERIA SARA,41.372822346,2.166963369,"043502, 38-38, LOC 20",BLESA
2,Serveis,16,Altres,1600600,Perruqueries,QPELOS IMAGEN ESTILO,41.37416386,2.154807597,"329902, 73-73, LOC 30",TAMARIT
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400005,Xocolateries / Geladeries / Degustació,DINO GELATO ITALIANO,41.37325107,2.165462673,"043400, 13-13, LOC 30",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,BISTRO TRIPLE SEC,41.374796868,2.160983384,"198804, 115B-115B, LOC 10",AV PARAL·LEL
3,Altres,17,Altres,1700600,Activitats de la construcció,GARO S.L.,41.374471811,2.166717947,"294207, 5-5, LOC 10",SALVÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR DALÍAS BOCADILLOS,41.371822985,2.155905962,"178400, 47-47, LOC 10",LLEIDA
3,Altres,17,Altres,1700500,Activitats industrials,RES,41.373544935,2.167824358,"257700, 53-53, LOC 10",PIQUER
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,ESFERIC BCN,41.36802467,2.165517658,"213307, 32I-32I, LOC 10",AV MIRAMAR
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,RECICLANDO SONIDOS I BABANEGRA,41.371528105,2.165997773,"189202, 3C-3C, LOC 10",MAGALHAES
3,Altres,17,Altres,1700500,Activitats industrials,SN,41.372608988,2.159331143,"086301, 52-52, LOC 10",CONCÒRDIA
2,Serveis,13,Reparacions (Electrodomèstics i automòbils),1300000,Reparacions (Electrodomèstics i automòbils),TALLER,41.373408067,2.168800682,"257700, 42-42, LOC 20",PIQUER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,BAR RESTAURANT STA. MADRONA,41.373438258,2.156351209,"316900, 2-2, LOC 20",PL SANTA MADRONA
3,Altres,17,Altres,1700700,Arts gràfiques,EDITORIAL CANDAYA,41.373343658,2.158436626,"043706, 4-4, LOC 10",BÒBILA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,RESTAURANT O MEU LAR BRASERIA,41.373598273,2.163467109,"195500, 24-24, LOC 10",MARGARIT
1,Comerç al detall /Engròs,7,Altres,7005000,Altres,LOTERIAS Y APUESTAS DEL ESTADO ADMIN 268,41.374413441,2.159164846,"334301, 5-5, LOC 20",TEODOR BONAPLATA
3,Altres,17,Altres,1700500,Activitats industrials,PROCHAR 2000 SCP,41.372604963,2.171034962,"257700, 9-9, LOC 10",PIQUER
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,CLÍNICA DEL PEU NAVAS,41.374357084,2.159163505,"334301, 5-5, LOC 30",TEODOR BONAPLATA
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,MIDENTISTA,41.374055171,2.163354456,"043400, 45-45, LOC 10",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400004,Bars especials amb actuació / Bars musicals / Discoteques /PUB,VI & BEERS,41.374089388,2.16326192,"043400, 45-45, LOC 20",BLAI
3,Altres,17,Altres,1700400,Equipaments religiosos,ESGLÉSIA EVANGÈLICA DEL PARAL•LEL,41.374808945,2.156395465,"198804, 167-167, LOC 10",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,BAR RESTAURANT PIZZERIA AL PARAL•LEL,41.374811964,2.156289518,"198804, 167-167, LOC 20",AV PARAL·LEL
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,GUJAR ALIMENTACION,41.373206789,2.16832459,"086902, 133-133, LOC 10",NOU DE LA RAMBLA
3,Altres,17,Altres,1700600,Activitats de la construcció,DERLOS SERVEIS SL MANTENIMENTS I INSTAL•LACIONS,41.373088034,2.168197185,"086902, 139-139, LOC 10",NOU DE LA RAMBLA
3,Altres,17,Altres,1700500,Activitats industrials,TEYSE TECNICA I SERVEIS EN BOMBES,41.372645219,2.170839161,"257700, 13-13, LOC 20",PIQUER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400004,Bars especials amb actuació / Bars musicals / Discoteques /PUB,CHAMAKO,41.373809615,2.163544893,"195500, 18-18, LOC 10",MARGARIT
2,Serveis,11,Finances i assegurances,1100000,Finances i assegurances,MONEY EXCHANGE,41.373366805,2.17121467,"361009, 43-43, LOC 10",VILA I VILÀ
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,INFODIGITALMARKETING,41.373303402,2.171163708,"204204, 1-1, LOC 20",MATA
2,Serveis,16,Altres,1600101,Activitats de transport ,DUAMAR,41.373188674,2.171099335,"204204, 3-5, LOC 30",MATA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,HOSTELTIS S.L,41.373074951,2.171041667,"204204, 3-5, LOC 40",MATA
3,Altres,17,Altres,1700200,Associacions,FUNDACIO JOAN MIRO,41.368506768,2.159828693,"213307, 1-1, LOC 10",AV MIRAMAR
1,Comerç al detall,3,Parament de la llar,3002000,Material equipament llar,VID MARC FUSTERIA D'ALUMINI,41.373355734,2.168993801,"175809, 14-14, LOC 10",LAFONT
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,TEATRE CONDAL,41.374784792,2.164762616,"198804, 91B-91B, LOC 30",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400003,Serveis de menjar take away MENJAR RÀPID,EFSANE ISTANBUL,41.374788818,2.164676785,"198804, 91B-91B, LOC 40",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,METROPOLITAN CAFE,41.374785798,2.164993286,"198804, 91-91, LOC 10",AV PARAL·LEL
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,BINGO CONDAL,41.374785798,2.164881974,"198804, 91-91, LOC 20",AV PARAL·LEL
2,Serveis,9,Ensenyament,9000000,Ensenyament,ESCOLA POBLE-SEC I ESCOLA BRESSOL NIC,41.370726991,2.164690197,"118805, 5-23, LOC 10",PG EXPOSICIÓ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400003,Serveis de menjar take away MENJAR RÀPID,RICO KEBAB PIZZERIA 3,41.374398346,2.16280058,"043400, 54-54, LOC 10",BLAI
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT,41.373822698,2.163971364,"043400, 35-35, LOC 10",BLAI
2,Serveis,16,Altres,1611100,Serveis Socials,EQUIP DE VALORACIO D'ADULTS PARAL•LEL,41.374803913,2.157947123,"198804, 145-145, LOC 10",AV PARAL·LEL
2,Serveis,16,Altres,1600600,Perruqueries,STUDIO,41.373440271,2.155826837,"129459, 24-24, LOC 10",FONT HONRADA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BODEGA VIDAL,41.372645219,2.167454213,"043502, 30-30, LOC 10",BLESA
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,CORREOS,41.372762968,2.156630158,"149503, 14-18, LOC 20",GRASES
2,Serveis,16,Altres,1600101,Activitats de transport ,SIXT RENT A CAR,41.3742333,2.173022479,"241404, 5-5, LOC 10",PALAUDÀRIES
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,CAPRABO,41.373051804,2.157271206,"230703, 26-32, LOC 20",MARE DE DÉU DEL REMEI
1,Comerç al detall,1,Quotidià alimentari,1002000,Carn i Porc,ROSER CARNS SELECTES,41.374345008,2.162596732,"043400, 55-55, LOC 20",BLAI
3,Altres,17,Altres,1700600,Activitats de la construcció,S. A. M. INSTALACIONES,41.372302036,2.167915553,"043502, 33-33, LOC 10",BLESA
2,Serveis,9,Ensenyament,9000000,Ensenyament,LLAR D'INFANTS LA GAVINA,41.37185519,2.158264965,"086301, 68-82, LOC 10",CONCÒRDIA
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",365 OBRADOR,41.374791837,2.162687927,"198804, 105-107, LOC 10",AV PARAL·LEL
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT PARAL•LEL 24H,41.374791837,2.162563205,"198804, 105-107, LOC 20",AV PARAL·LEL
2,Serveis,16,Altres,1600700,Centres d'estètica,MANIKURATE,41.373983719,2.157043219,"353306, 21-21, LOC 10",VALLHONRAT
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400100,serveis d'allotjament,TEATRO HOSTEL,41.373809615,2.173945159,"005401, 12-12, LOC 10",ALBAREDA
1,Comerç al detall,1,Quotidià alimentari,1003000,Fruites i verdures,FRUITERIA MOLINO,41.373912266,2.161106765,"273400, 15-15, LOC 20",RADAS
2,Serveis,16,Altres,1600300,Locutoris,FENIX,41.374025986,2.161149681,"273400, 15-17, LOC 10",RADAS
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR APEROL,41.373848863,2.16390565,"043400, 35-35, LOC 20",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR SOL,41.372279895,2.163707167,"330504, 48-48, LOC 10",TAPIOLES
1,Comerç al detall,2,Quotidià no alimentari,2001000,Drogueria i perfumeria,CLAREL,41.374640881,2.161396444,"273400, 1-1, LOC 20",RADAS
3,Altres,17,Altres,1700700,Arts gràfiques,EMAS SERIGRAFIA,41.372310087,2.159308344,"086301, 45-45, LOC 10",CONCÒRDIA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR RESTAURANT CASA XICA,41.372279895,2.159406245,"133605, 20-20, LOC 20",FRANÇA XICA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,NAPOLI CENTRALE,41.372370471,2.162724137,"043309, 15-15, LOC 10",PL SORTIDOR
2,Serveis,16,Altres,1600600,Perruqueries,NOU STYL PERRUQUERIA UNISEX,41.374378218,2.168535143,"361009, 74-74, LOC 10",VILA I VILÀ
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,"FEST'HO COM VULGUIS, COMPANYIA D'ESPECTACLES PER A TOTHOM",41.372112831,2.164368331,"261004, 70-70, LOC 10",POETA CABANYES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,FLORI'S BAR RESTAURANT,41.374809951,2.15545401,"198804, 173-173, LOC 40",AV PARAL·LEL
3,Altres,17,Altres,1700200,Associacions,TALLER ARTESÀ ASSOCIACIÓ DE PARES DE DISMINUITS PSIQUICS DEL POBLE SEC,41.373470463,2.164442092,"330504, 27-27, LOC 10",TAPIOLES
3,Altres,17,Altres,1700000,Altres,SALVE STUDIO,41.371907524,2.162859589,"195500, 64-64, LOC 10",MARGARIT
1,Comerç al detall,1,Quotidià alimentari,1001000,Begudes,BODEGA LINARES,41.374448664,2.161030322,"086301, 6-6, LOC 10",CONCÒRDIA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,SNACK BAR LEONÉS 2,41.374255441,2.169149369,"086902, 120-120, LOC 30",NOU DE LA RAMBLA
2,Serveis,11,Finances i assegurances,1100000,Finances i assegurances,SANTANDER,41.374615722,2.167035788,"361009, 101-101, LOC 30",VILA I VILÀ
2,Serveis,13,Reparacions (Electrodomèstics i automòbils),1300000,Reparacions (Electrodomèstics i automòbils),TALLERES A.D.S,41.37274284,2.15814963,"043706, 18-20, LOC 10",BÒBILA
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,LA BASCULA COMPLEX MUSICAL I ESPORTIU,41.3585108,2.145820856,"124706, 8-10, LOC 10",FERROCARRILS CATALANS
2,Serveis,16,Altres,1611100,Serveis Socials,MENJADOR SOCIAL PARAL•LEL,41.374787811,2.163583785,"198804, 97B-97B, LOC 10",AV PARAL·LEL
3,Altres,17,Altres,1700310,Gimnàs /fitnes,BAMBOO BODY,41.372644213,2.169876248,"052900, 31-31, LOC 10",CABANES
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",GELATERIA PICHI,41.372211459,2.155695409,"178400, 41-41, LOC 10",LLEIDA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,TAQUERIA EL CHANGARRITO,41.372227562,2.155852318,"129459, 50-50, LOC 20",FONT HONRADA
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,CASAL CONCORDIA,41.372714661,2.159624845,"086301, 33-35, LOC 10",CONCÒRDIA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,CREC COWORKING,41.372162145,2.168301791,"043502, 27-27, LOC 30",BLESA
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,FARMÀCIA,41.374798881,2.159524262,"198804, 131-131, LOC 10",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,NORI SUSHI&COCKTAILS,41.372515394,2.173053324,"270800, 45-45, LOC 10",PUIG I XORIGUER
1,Comerç al detall,5,Oci i cultura,5000000,Informàtica,CASA DE LA CARCASA,41.373869998,2.163850665,"043400, 37-37, LOC 10",BLAI
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",FORN DE PÀ PASTISSERIA PEDRERES,41.373210814,2.159396857,"061107, 35-35, LOC 10",PEDRERES
2,Serveis,16,Altres,1600600,Perruqueries,D'TITI BARBERSHOP,41.374576474,2.158325315,"281806, 2-2, LOC 10",RICART
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,ALVARO PALAU ALDANA ABOGADOS,41.374491938,2.174516469,"198804, 17-19, LOC 20",AV PARAL·LEL
1,Comerç al detall,4,Equipament personal,4000000,Calçat i pell,NOU 132 BRUALLA,41.37358821,2.168460041,"086902, 132-132, LOC 30",NOU DE LA RAMBLA
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,CONDIS,41.372931037,2.166295499,"043400, 3-5, LOC 20",BLAI
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400100,serveis d'allotjament,HOSTAL BARCELONA,41.37286864,2.166264653,"288408, 40-40, LOC 10",ROSER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,LA CHANA,41.374473824,2.165749669,"261004, 8-8, LOC 60",POETA CABANYES
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,CENTRE CULTURAL ALBAREDA,41.374005859,2.173262537,"005401, 22-24, LOC 10",ALBAREDA
2,Serveis,16,Altres,1600700,Centres d'estètica,HATHOR PERRUQUERIA I ESTETICA CORPORAL UNISEX,41.3748019,2.157363743,"198804, 151-151, LOC 20",AV PARAL·LEL
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,DIA AND GO,41.373625446,2.158935517,"226309, 15-17, LOC 10",PL LAS NAVAS
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT LLEIDA,41.373724072,2.154867947,"178400, 11-11, LOC 10",LLEIDA
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,CONSULTORIO MEDICO CIRUGIA VASCULAR VARICES CLINICA DENTAL,41.374326893,2.157296687,"353306, 11-11, LOC 10",VALLHONRAT
1,Comerç al detall,7,Altres,7001000,Maquinària,COMASA EUROPE,41.373143386,2.158341408,"043706, 10-10, LOC 10",BÒBILA
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400003,Serveis de menjar take away MENJAR RÀPID,FRESCOS,41.374292676,2.159325778,"226309, 2-2, LOC 20",PL LAS NAVAS
2,Serveis,12,"Manteniment, neteja i producció",1200000,"Manteniment, neteja i similars",PARC DE NETEJA,41.372088678,2.157763392,"133605, 19-19, LOC 10",FRANÇA XICA
3,Altres,17,Altres,1700700,Arts gràfiques,SN,41.372929024,2.16222927,"224303, 5-7, LOC 10",MURILLO
2,Serveis,16,Altres,1611100,Serveis Socials,COLISEE BARCELONA PARAL·LEL,41.374767684,2.16936931,"198804, 63-63, LOC 10",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,PACIFICO,41.374809951,2.15657115,"198804, 163-163, LOC 10",AV PARAL·LEL
2,Serveis,16,Altres,1600102,Activitats emmagatzematge,HOTEL GRUMS BARCELONA,41.372522438,2.17181012,"257700, 2-4, LOC 20",PIQUER
2,Serveis,9,Ensenyament,9000000,Ensenyament,AQUÍ SI AUTOESCOLA,41.374808945,2.156521529,"198804, 163-163, LOC 20",AV PARAL·LEL
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT,41.372909902,2.164109498,"330504, 39-39, LOC 20",TAPIOLES
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,IMB,41.37369388,2.160324901,"086301, 26-26, LOC 20",CONCÒRDIA
2,Serveis,16,Altres,1600900,Veterinaris / Mascotes,ARTGOS PERRUQUERIA CANINA,41.374251415,2.162842155,"043400, 51-51, LOC 10",BLAI
3,Altres,17,Altres,1700500,Activitats industrials,MONO30,41.373434233,2.163409442,"195500, 30-30, LOC 10",MARGARIT
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",FORN BLESA,41.372643207,2.167021036,"043502, 43-43, LOC 10",BLESA
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT HARIHAR,41.372936069,2.172126621,"241404, 22-24, LOC 10",PALAUDÀRIES
1,Comerç al detall,1,Quotidià alimentari,1006000,"Pa, pastisseria i làctics",MIRO FLECA ARTESANA,41.373013561,2.172169536,"241404, 22-24, LOC 20",PALAUDÀRIES
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,GAP ATENCIÓ PSICOLOGICA,41.373113194,2.172140032,"361009, 31-33, LOC 30",VILA I VILÀ
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,FARMACIA M TERESA SORO MAS,41.372316126,2.170941085,"218606, 36-36, LOC 10",PG MONTJUÏC
1,Comerç al detall,1,Quotidià alimentari,1002000,Carn i Porc,CARNISSERIA M. ROSA,41.373245031,2.156601995,"149503, 6-6, LOC 10",GRASES
1,Comerç al detall,7,Altres,7003020,Fotografia,ARENAIGUALATI,41.373785461,2.160410732,"086301, 22-22, LOC 10",CONCÒRDIA
2,Serveis,16,Altres,1600600,Perruqueries,TRIS TRAS PERRUQUERIA,41.374147758,2.168635726,"361009, 75-75, LOC 20",VILA I VILÀ
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,SUPERMERCAT AYNARA,41.374475836,2.163272649,"043207, 9-9, LOC 10",BLASCO DE GARAY
1,Comerç al detall /Engròs,7,Altres,7005000,Altres,LABOR MATERIAL PARA LABORATORIOS,41.373147411,2.15676561,"149503, 9-9, LOC 10",GRASES
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,BAR RESTAURANT ANA,41.374809951,2.156233191,"198804, 169-169, LOC 10",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400004,Bars especials amb actuació / Bars musicals / Discoteques /PUB,BLUE SPACE,41.37481297,2.156132609,"198804, 169-169, LOC 20",AV PARAL·LEL
2,Serveis,16,Altres,1600500,Agències de viatge,RED DIAMOND BARCELONA,41.372916947,2.162285596,"224303, 3-3, LOC 10",MURILLO
2,Serveis,15,Sanitat i assistència,1500000,Sanitat i assistència,EL SORTIDOR CONSULTORI PODOLOGIC,41.372082639,2.162422389,"043309, 10-10, LOC 10",PL SORTIDOR
1,Comerç al detall,2,Quotidià no alimentari,2002000,Farmàcies PARAFARMÀCIA,FARMACIA LOURDES CATAFAL I LLORA,41.37299444,2.166510075,"288408, 39-39, LOC 10",ROSER
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,BAR XIROCCO,41.373075958,2.158109397,"230703, 20-20, LOC 10",MARE DE DÉU DEL REMEI
2,Serveis,8,Activitats immobiliàries,8000000,Activitats immobiliàries,FINQUES PAMIES,41.373340639,2.168473452,"086902, 129-129, LOC 30",NOU DE LA RAMBLA
3,Altres,17,Altres,1700600,Activitats de la construcció,M.R. A.M.R.,41.372374497,2.156644911,"149503, 24-24, LOC 10",GRASES
2,Serveis,10,Equipaments culturals i recreatius,1111111,Equipaments culturals i recreatius,MUSEU D'ARQUEOLOGIA DE CATALUNYA,41.37000739,2.15765208,"316809, 37-43, LOC 10",PG SANTA MADRONA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,DEEP,41.373664695,2.161978483,"108007, 62-62, LOC 30",ELKANO
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400004,Bars especials amb actuació / Bars musicals / Discoteques /PUB,PLATAFORMA,41.372885749,2.167987972,"086902, 145-145, LOC 10",NOU DE LA RAMBLA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,NAKATOMI RESEARCH,41.373741181,2.161801457,"108007, 62B-62B, LOC 30",ELKANO
1,Comerç al detall,1,Quotidià alimentari,1000020,Autoservei / Supermercat,LONDON SUPERMERCAT,41.374796868,2.160611898,"198804, 117-119, LOC 40",AV PARAL·LEL
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,CU CU BRUNCH&TAPAS,41.37242683,2.162742913,"043309, 16-16, LOC 10",PL SORTIDOR
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400002,Restaurants,RESTAURANT ELCHE,41.373982712,2.169166803,"361009, 71-71, LOC 10",VILA I VILÀ
2,Serveis,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)",1400001,Bars   / CIBERCAFÈ,RUFIÁN,41.373760302,2.168894559,"086902, 123-123, LOC 10",NOU DE LA RAMBLA
2,Serveis,16,Altres,1600400,Serveis a les empreses i oficines,REE,41.3746439,2.171052396,"198804, 55-55, LOC 10",AV PARAL·LEL
